postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason
0102239,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,မကျန်ဒိန်ဆာ ကျေးရွာအုပ်စု,Ma Kyang Ding Sa Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102240,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ကရိန်ဂါး ကျေးရွာအုပ်စု,Ka Ring Ga Village Tract,village_tract,6668,,exact_my,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102241,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ခွမ်ဘွဲအူမား ကျေးရွာအုပ်စု,Hkum Bwe Au Mar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102242,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,မဒန်တူ ကျေးရွာအုပ်စု,Ma Dan Tu Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102243,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်လောအူမား ကျေးရွာအုပ်စု,In Law Au Mar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102244,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ဝါလီချက် ကျေးရွာအုပ်စု,War Li Chet Village Tract,village_tract,6668,,exact_my,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102245,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,နော့ခွမ်ဂါး ကျေးရွာအုပ်စု,Naw Hkum Ga Village Tract,village_tract,6668,,exact_my,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102246,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ရှန်ခိုးဂါး ကျေးရွာအုပ်စု,In Shang Hkoe Gar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102247,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ကျိန်မာဂါး ကျေးရွာအုပ်စု,Kying Ma Gar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102248,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,မဝန်အူမား ကျေးရွာအုပ်စု,Ma Wun Au Mar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102249,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ရှရဲအူမား ကျေးရွာအုပ်စု,Sha Re Au Mar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102250,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ခူး ကျေးရွာအုပ်စု,In Hku Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102251,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အဒန်ဂါး ကျေးရွာအုပ်စု,Adan Ga Village Tract,village_tract,6668,,exact_my,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102252,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ဂွမ်လန် ကျေးရွာအုပ်စု,Gum Lang Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102253,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ဖွမ်ယောင်ဒိန်ဆာ ကျေးရွာအုပ်စု,Hpum Yawng Ding Sa Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102254,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ကထန်တူ ကျေးရွာအုပ်စု,Ka Htang Tu Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102255,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ဂွမ်းလ ကျေးရွာအုပ်စု,In Gum La Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102256,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ဘန်ဘွမ်း ကျေးရွာအုပ်စု,In Bang Bum Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102257,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,မထော်အူမား ကျေးရွာအုပ်စု,Ma Htaw Au Mar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102258,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,နော်လန် ကျေးရွာအုပ်စု,Naw Lang Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102259,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ကဒေါ့ဇွမ်ဖော် ကျေးရွာအုပ်စု,Ka Dawt Zum Hpaw Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102260,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ကွယ် ကျေးရွာအုပ်စု,In Kwei Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102261,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ဗျိုင်ဂါး ကျေးရွာအုပ်စု,In Byine Gar Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102262,missing_local_area,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ဆာခရန် ကျေးရွာအုပ်စု,In Sar Hkram Village Tract,village_tract,6668,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0103001,missing_local_area,ကချင်ပြည်နယ်,Kachin State,နောင်မွန်း မြို့နယ်,Nawngmun Township,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,ward,6681,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6681 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0103002,missing_local_area,ကချင်ပြည်နယ်,Kachin State,နောင်မွန်း မြို့နယ်,Nawngmun Township,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,ward,6681,,no_exact_or_fuzzy,missing_local,0,1,1,"Township 6681 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
