postal_code,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,candidate_admin_ids,candidate_names,candidate_types,name_evidence,recommended_action,review_decision,selected_local_admin_area_id,review_note
0102232,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ဂေါ့အူမား ကျေးရွာအုပ်စု,In Gawt Au Mar Village Tract,,အင်ဂေါ့အူမား [In Gawt Au Mar/အင်ဂေါ့အူမား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102233,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ရှင်ဒန်ဒိန်ဆာ ကျေးရွာအုပ်စု,Shadan Ding Sa Village Tract,,ရှင်ဒန်ဒိန်ဆာ [Shadan Ding Sa/ရှင်ဒန်ဒိန်ဆာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102234,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ပေါမ်ဘွမ်း ကျေးရွာအုပ်စု,In Pawm Bum Village Tract,,အင်ပေါမ်ဘွမ်း [In Pawm Bum/အင်ပေါမ်ဘွမ်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102235,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,လဇီးဂွမ်ရန်လာ ကျေးရွာအုပ်စု,La Zee Gum Yang Lar Village Tract,,လဇီးဂွမ်ရန်လာ [La Zee Gum Yang Lar/လဇီးဂွမ်ရန်လာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102236,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,လဝါ့ယန် ကျေးရွာအုပ်စု,La Wa Yang Village Tract,,လဝါ့ယန် [La Wa Yang/လဝါ့ယန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102237,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ကကျီးထူ ကျေးရွာအုပ်စု,Ka Kyee Htu Village Tract,,ကကျီးထူ [Ka Kyee Htu/ကကျီးထူ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102238,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ဆလော်ဒိန်ငွတ် ကျေးရွာအုပ်စု,Sa Law Ding Ngut Village Tract,,ဆလော်ဒိန်ငွတ် [Sa Law Ding Ngut/ဆလော်ဒိန်ငွတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102239,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,မကျန်ဒိန်ဆာ ကျေးရွာအုပ်စု,Ma Kyang Ding Sa Village Tract,,မကျန်ဒိန်ဆာ [Ma Kyang Ding Sa/မကျန်ဒိန်ဆာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102240,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ကရိန်ဂါး ကျေးရွာအုပ်စု,Ka Ring Ga Village Tract,,ကရိန်ဂါး [Ka Ring Gar/ကရိန်ဂါး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102241,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ခွမ်ဘွဲအူမား ကျေးရွာအုပ်စု,Hkum Bwe Au Mar Village Tract,,ခွမ်ဘွဲအူမား [Hkum Bwe Au Mar/ခွမ်ဘွဲအူမား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102242,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,မဒန်တူ ကျေးရွာအုပ်စု,Ma Dan Tu Village Tract,,မဒန်တူ [Ma Dan Tu/မဒန်တူ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102243,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်လောအူမား ကျေးရွာအုပ်စု,In Law Au Mar Village Tract,,အင်လောအူမား [In Law Au Mar/အင်လောအူမား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102244,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ဝါလီချက် ကျေးရွာအုပ်စု,War Li Chet Village Tract,,ဝါလီချက် [Wa Li Chet/ဝါလီချက်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102245,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,နော့ခွမ်ဂါး ကျေးရွာအုပ်စု,Naw Hkum Ga Village Tract,,နော့ခွမ်ဂါး [Nawt Hkum Gar/နော့ခွမ်ဂါး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102246,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ရှန်ခိုးဂါး ကျေးရွာအုပ်စု,In Shang Hkoe Gar Village Tract,,အင်ရှန်ခိုးဂါး [In Shang Hkoe Gar/အင်ရှန်ခိုးဂါး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102247,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ကျိန်မာဂါး ကျေးရွာအုပ်စု,Kying Ma Gar Village Tract,,ကျိန်မာဂါး [Kying Ma Gar/ကျိန်မာဂါး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102248,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,မဝန်အူမား ကျေးရွာအုပ်စု,Ma Wun Au Mar Village Tract,,မဝန်အူမား [Ma Wun Au Mar/မဝန်အူမား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102249,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ရှရဲအူမား ကျေးရွာအုပ်စု,Sha Re Au Mar Village Tract,,ရှရဲအူမား [Sha Re Au Mar/ရှရဲအူမား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102250,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အင်ခူး ကျေးရွာအုပ်စု,In Hku Village Tract,,အင်ခူး [In Hku/အင်ခူး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102251,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,အဒန်ဂါး ကျေးရွာအုပ်စု,Adan Ga Village Tract,,အဒန်ဂါး [Adan Gar/အဒန်ဂါး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102252,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ဂွမ်လန် ကျေးရွာအုပ်စု,Gum Lang Village Tract,,ဂွမ်လန် [Gum Lang/ဂွမ်လန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0102253,ကချင်ပြည်နယ်,Kachin State,အင်ဂျန်းယန် မြို့နယ်,Injangyang Township,ဖွမ်ယောင်ဒိန်ဆာ ကျေးရွာအုပ်စု,Hpum Yawng Ding Sa Village Tract,,ဖွမ်ယောင်ဒိန်ဆာ [Hpum Yawng Ding Sa/ဖွမ်ယောင်ဒိန်ဆာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
